song_year,song_rank,singer,title,Genre,lyric,lyric_tokens
2001,22,해이,Je T'aime,발라드,"창문을 두드리는 깨끗한 빗소리에
널 만나기전 설렘이 더해가고
영화를 보러갈까 어디로든 떠나볼까
투명하게 물든 거리를 함께 걸어볼까
조금 더 가까이 작은 우산속에
내 한쪽 어깨끝이 다 젖어도 난 좋은걸

널 사랑하나봐 사랑에 빠졌어
이 기분좋은 느낌이 변함없길 바래
널 사랑하나봐 자꾸 보고싶어
매일 모닝커피를 너와 들고 싶어

언제나 힘겨울 때 내게 올 그런사람
애써 얘기하지 않아도 아는 사람
가끔씩 화를내고 때론 내가 토라져도
오랜 친구처럼 살며시 나를 꼭 안아줘
조금씩 다가와 나를 보여줄게
은은한 향기처럼 나의 곁에 머물러줘

널 사랑하나봐 사랑에 빠졌어
이 기분좋은 느낌이 변함없길 바래
널 사랑하나봐 자꾸 보고싶어
매일 모닝커피를 너와 들고 싶어

널 사랑하나봐 꿈은 아니겠지
비를 타고 찾아온 수줍은 내 사랑
널 사랑하나봐 너무나 행복해
언제나 투명하게 나만 사랑해줘
toi et moi eternellement",보러갈까 우산속 사람 바 화를내 거리 어디 비 행복 얘기 조금씩 그런사람 투명 영화 향기 어깨끝 사랑 친구 창문 좋은걸 쪽 변함없길 빗소리 곁 때론 은은 토라져도 깨끗한 모닝커피 꿈
2001,23,애즈원,천만에요,R&B/Soul,"그가 먼저 나간 뒤홀로 남아
리필을 청했죠
커필 기다리면서 잠시
화장을 고쳤죠
문득 지갑 속에 남은 그가
생각이 났죠
웃는 그를 잘게 조각내 반쯤
남은 잔에
모두 털어버린 거죠
아마도 그는 내가 지금쯤은
너무 걱정돼 미치겠죠 자기가
버리곤
상심한 그 나머지 혹 차에
뛰어들진 않을까
천만에요 멀쩡해요 난
까펠 나온 다음엔 이곳저곳
쇼핑을 했죠
가장 화려한 걸로 옷도
한아름 골랐죠
한참 돌아다닌 동안 차츰
허기가 졌죠
남자친구 생각이 났죠
너 전활 하자마자
금새 달려 와 준거죠
아마도 그는 내가 지금쯤은
너무 불안해 미치겠죠 그렇게
떠난 후
살고 싶지 않아져 딴 생각을
하지 않을까
천만에요 멀쩡해요 난
늘 알고 싶었죠 정말 알고 싶었죠
대체 사람들이 이별한 뒤에
그 심정을
알 것 같네요 나 어떤 마음인지
슬픈 것도 아닌 이 기분
하루 온종일 우울할 새 없도록
내 멋대로 살 거예요
어쩜 오히려 나보다 더 그가
이젠 가슴이 허전하고 힘들지
몰라요
그럴지도 모르죠 나 기다리며
후횔할런지
천만에요 필요없죠 난
헌데 아마도 눈물샘이
고장난 거 같아요
자꾸 눈물이 왜 흐르죠",필요 후횔할런지 이곳저곳 눈물 걱정 사람 허기 나머지 자기 쇼핑 거예요 화장 조각내 멀쩡 리필 뒤 뒤홀 차 걸 까펠 심정 뛰어들진 다음 기분 반쯤 화 활 가슴 눈물샘 지갑 커필 잔 생각 후 이별 남자친구 허전 마음 하루 상심 한아름 금새 이젠 불안 옷 준거 우울 동안 천만에요
2001,24,임창정,기다리는 이유,발라드,"그댈 보내도 되나요
처음으로 되돌아 갈 수 있나요
나 없이 안 된다던 그대가
혼자 가기엔 먼 길이 될텐데

눈물 보이면 되는지
잘 살라고 손잡아 주면 되는지
어떻게 헤어져야 하는지
내가 배운 건 사랑이 전분데

울지 말아요 그대 맘을
채우지 못했던 날 탓해요
이별은 혼자서도 할 수 있나요 워-
내 허락이 없이도 끝을 향해 가겠죠
미안해요 나의 곁에서
더 힘들었을 거라고
차라리 믿을께요 아파도-

그대 내게 준 것처럼
나 받은 걸 모두 주면 되는지
추억도 이젠 짐이 되나요
내게 남은건 그 하나뿐인데
울지 말아요 그대 맘을
채우지 못했던 날 탓해요

이별은 혼자서도 할 수 있나요 워-
내 허락이 없이도 끝을 향해 가겠죠
미안해요 나의 곁에서
더 힘들었을 거라고
차라리 믿을께요 아파도

이 세상에겐 비밀로 해요
함께 해왔던 그 날처럼 늘 이대로
사랑은 혼자서도 할 수 있겠죠 워-
그대 상관 없이도 잊지 못할 나니까
괜찮아요 영원한 슬픔에
끝내 살아간대도
내 기다릴 이윤 그댈 테니-",이윤 눈물 허락 상관 살아간대 추억 미안 전분데 혼자 사랑 처음 영원 이별 세상 테 비밀 하나 이대 곁 끝 이젠 남은건
2001,25,김현정,떠난 너,댄스,"Why Why 속절 없는 사랑아
이미 떠나 버린 사랑아
Hi Hi 나도 울고 너 울고
우리 모두 울고 간 사람
Bye Bye 혼자 남은 내 마음
상처로 깨지고 아프고
아아 버틸 수 있는 모든 걸
아아 가져가버린
내 마음 깊은 곳 모든걸
다 함께 가져가버린 너
바람처럼 사라져 가서
다른 어떤 곳에
다시 정착하려 하다니
너만 아는 사람
함께 하자 할 땐 언제고
그렇게 멀리 가
다신 우연히도 마주치지
않을 것처럼 떠난 너
So So 냉정하게 떠나가
바보 같이 떠난 사람아
혹시라도 말 못할 그런
일 있는 건지
I can feel who who you are
아아 내게 진실만을 말해 줘
아아 지쳐가버린
아아 날 버리고 가게 한 이유
고작 다른 여자라니
바람처럼 사라져 가서
다른 어떤 곳에
다시 정착하려 하다니
너만 아는 사람
함께 하자 할 땐 언제고
그렇게 멀리가
다신 우연히도 마주치지
않을 것 처럼
바람처럼 사라져 가서
다른 어떤 곳에
다시 정착하려 하다니
너만 아는 사람
함께 하자 할 땐 언제고
그렇게 멀리가
다신 우연히도 마주치지
않을 것 처럼 떠난 너
떠난 너
떠난 너",리 마음 언제 냉정 일 여자 사람 속절 정착 사랑 진실만 이유 처럼 상처 바보 모든걸
2001,26,임재범,너를 위해,발라드,"어쩜 우린 복잡한 인연에
서로 엉켜있는 사람인가봐
나는 매일 네게 갚지도 못할만큼
많은 빚을 지고 있어
연인처럼 때론 남남처럼
계속 살아가도 괜찮은 걸까
그렇게도 많은 잘못과 잦은 이별에도
항상 거기 있는 너
날 세상에서 제대로 살게해 줄
유일한 사람이 너란걸 알아
나 후회없이 살아가기 위해
너를 붙잡아야 할테지만
내 거친 생각과 불안한 눈빛과
그걸 지켜보는 너
그건 아마도 전쟁같은 사랑
난 위험하니까 사랑하니까
너에게서 떠나줄꺼야

날 세상에서 제대로 살게해 줄
유일한 사람이 너란걸 알아
나 후회없이 살아가기 위해
너를 붙잡아야 할테지만
내 거친 생각과 불안한 눈빛과
그걸 지켜보는 너
그건 아마도 전쟁같은 사랑
난 위험하니까 사랑하니까
너에게서 떠나줄꺼야
너를 위해 떠날꺼야",눈빛 사람 후회 남남 너란걸 거기 잘못 할테 위험 인연 연인 그걸 사람인가봐 복잡한 떠나줄꺼야 사랑 전쟁 생각 이별 세상 떠날꺼 만큼 때론 불안 빚 그것
2001,27,지누션,A-Yo,랩/힙합,"This is the tihs that y'all ain't ready for
This is the tihs that y'all ain't ready for
I said one for da money and two for da show
지누션함께면 너도 Champion
Hey Hey Hey (Hey Hey Hey~) I Said
새로 태어난 힙합 빠삐용
I said one for da money and two for da show
지누션과 함께면 너도 Champion
Hey Hey Hey (Hey Hey Hey~) I Said
새로 태어난 힙합 빠삐용
Yo, Microphone Check 1,2 Uh (A-yo)
아무도 누구도 날 몰라줄 때 (A-yo)
왕따가 구타당할 때 (A-yo)
빽 있어 유죄가 무죄가 될 때
배고플 때 밥이 없을 때 (A-yo)
누가 새 Timberland Boots 밟을 때 (A-yo)
사랑했던 네가 나 찰 때(A-yo)
네가 도리도리도리 춤을 출 때 (uh)
아파도 병원에 못 갈 때 (A-yo)
은메달 따고도 너 울 때 (A-yo)
차가 막혀 화 삭혀야 할 때 (A-yo)
집어쳐 (A-Yo) 이 음악에 미쳐
Let's git it on git it on ha ha
Let's bring it on bring it on ha c'mon
I said one for da money and two for da show
지누션과 함께면 너도 Champion
Hey Hey Hey (Hey Hey Hey~) I Said
새로 태어난 힙합 빠삐용
I said one for da money and two for da show
지누션과 함께면 너도 Champion
Hey Hey Hey (Hey Hey Hey~) I Said
새로 태어난 힙합 빠삐용
반가운 친구를 만날 때 난 (A-yo)
예쁜 여자가 눈길 보낼 때 난 (A-yo)
TV 쇼에 Hiphop이 나오면 난 (A-yo)
사고 싶은 옷을 선물 받을 때도 난
전화 받을 때 내가 하는 말 (A-yo)
웨이터를 부를 때도 난 (A-yo)
싸울 때도 (A-yo)
말릴 때도 (A-yo)
화해할 땐 (A-yo~)
은행 구좌 속에 돈이 가득찰 때 난 (A-yo)
내가 산 복권이 당첨이 됐을 때 난 (A-yo)
이렇게 기쁠 때 난(A-yo)
소리쳐 모두가 들을 수 있게
Let's git it on git it on ha ha
Let's bring it on bring it on ha c'mon
I said one for da money and two for da show
지누션과 함께면 너도 Champion
Hey Hey Hey (Hey Hey Hey~) I Said
새로 태어난 힙합 빠삐용
I said one for da money and two for da show
지누션과 함께면 너도 Champion
Hey Hey Hey (Hey Hey Hey~) I Said
새로 태어난 힙합 빠삐용
열받지 가끔씩 A-Yo
신나지 다 같이 A-Yo
모두 하나지 Hiphop
우린 이렇게 살지 사는게 다 그렇지
H-I-P H-O-P 그래 난 어차피
내가 얽매였던 고삐
내 안에 또 하나의 나를 깨워 깨워
다른 모든 것을 잠재워
I said one for da money and two for da show
지누션과 함께면 너도 Champion
Hey Hey Hey (Hey Hey Hey~) I Said
새로 태어난 힙합 빠삐용
A-YO!
I said one for da money and two for da show
지누션과 함께면 너도 Champion
Hey Hey Hey (Hey Hey Hey~) I Said
새로 태어난 힙합 빠삐용",고삐 전화 복권 당첨 지누션 쇼 아무 눈길 누구 돈 빠삐용 여자 차 구타 유죄 집어쳐 은행 난Ayo 무죄 모두 2 도리도리도리 지누션함께 화 안 사랑 친구 왕따 춤 병원 은메달 때Ayo 1 밥 선물 하나 힙합 구좌 음악 옷 웨이터
2001,28,김건모,Double,댄스,"차마 못볼 걸 보고 말았어 모르고 살았으면 될텐데
너무나 안좋았던 예감이 사실로 드러난거야
나보다 잘나보이는 사람 그 곁에 행복해 보이는 너
너무나 기가 막혀 웃는 나 운명의 장난인가봐

너는 다시 내게 돌아와 나를 사랑한다 말하고
그런 너를 보는 내 눈엔 눈물만이 흘러 내리고
나를 만나도 사랑하고 그를 만나 또 사랑하는
값싼 너의 사랑때문에 내 마음이 너무 슬퍼져

어제는 누구와 있었는지 전화는 왜 꺼져 있었는지
내가 잘못 본 거길 바라며 조심히 물어 보았어
어제는 너무너무 아파서 온종일 집에 있었노라며
너무나 태연하게 말하는 너에게 놀랄 뿐이야

가끔 전화벨이 울리면 왠지 불안해 보이는 너
아주 급한 약속있다며 뒤도 보지 않고 가던 너
나를 만나도 사랑하고 그를 만나 또 사랑하는
값싼 너의 사랑때문에 내 마음이 너무 슬퍼져

너는 다시 내게 돌아와 나를 사랑한다 말하고
그런 너를 보는 내 눈엔 눈물만이 흘러 내리고
나를 만나도 사랑하고 그를 만나 또 사랑하는
값싼 너의 사랑때문에 내 마음이 너무 슬퍼져

사랑이 나를 미치게 했어 사랑이 나를 아프게 했어
그렇게 믿었었던 사랑이 왜 내게 이러는 거야
하지만 이것만은 알아줘
너에겐 아무것도 아닌 사랑이
행복한 내 인생을 바꿔버렸어",전화 사람 사랑때문 눈물만 눈 예감 아무것 누구 행복 뒤 인생 이것 드러난거야 장난인가봐 어제 사실 기 사랑 집 뿐 마음 곁 운명 못볼 거길 불안 있었노라 안좋았던 전화벨 태연 약속
2001,29,쿨 (COOL),Jumpo Mambo,댄스,"음 무얼 하든지 너무
간섭 안하기
누굴 만나도 연락처는
주지 않기
집착 같은건 서로
만들지 않기
과거 따위는 유치하게
묻지 않기
jumpo mambo 외모 집안 학벌
jumpo mambo 직업 능력 성격
jumpo mambo 암만 따져봐도
모두 말짱 꽝
너를 알기엔 아직 너무 모자라
느낌은 좋은데 그게 뭔진
모르겠어
무작정 기다려 그러기엔 뭐하고
딱 잘라 너라고 결정할
순 없는걸
나 역시 그 말은 충분히
이해가 돼
이십년 가까이 따로 살았는데
도대체 서롤 얼마나 만났다고
쉽게 결정할 수 있겠어
같이 삽시다 살아 봅시다
과연 우리 서로 잘 맞는지
어떤지를 한번 겪어 보면 어떨지
같이 삽시다 살아 봅시다
그렇게 하고 싶지만 그럴 순 없어
아직 널 믿지 못 하겠어
jumpo mambo 헷갈리나 니도
jumpo mambo 헷갈린다 나도
jumpo mambo shakarinarina
jumpo mambo love
사랑이란 건 가슴 뛰고 설렌대
콩깍지 때문에 눈에 뵈는
것도 없대
가진걸 다줘도 아까운것 없고
사랑을 위해서 목숨까지 바친대
하지만 왜 그리 쉽게 들
끝내는지
한 번쯤 신중히 생각해 봐야 돼
나만이 너를 영원히 지켜줄게
그 맘 변하지 않을거야
같이 삽시다 살아 봅시다
과연 우리 서로 잘 맞는지
어떤지를 한번 겪어 보면 어떨지
같이 삽시다 살아봅시다
그렇게 하고 싶지만 그럴 순 없어
아직 널 믿지 못하겠어
오 같이 삽시다 살아봅시다
과연 우리 서로 잘 맞는지
어떤지를한번 겪어 보면 어떨지
같이 삽시다 살아 봅시다
그렇게 하고 싶지만 그럴 순 없어
이젠 날 믿지 못하겠어
왜 자꾸 다른 사람이 눈에
띄는지
이런 날 믿을 수 있겠니
긴말 하긴 싫어 그냥 이대로
내곁에
있어 주던지 말던지
갑자기 너 같지 않아서 불안했어
그래도 난 니가 좋은걸
jumpo mambo shakarinarina
jumpo mambo shakarinarina
jumpo mambo shakarinarina
jumpo mambo love
jumpo mambo",내곁 집착 다줘 학벌 않을거야 간섭 사람 같은건 서롤 집안 눈 뭔진 오 말짱 때문 어떤지 없대 바친대 음 직업 결정 순 이해 목숨 누굴 무엇 긴 없는걸 가슴 사랑 외모 한번 성격 따위 생각 어떤지를한번 좋은걸 어떨지 안하 연락처 능력 이대 가진걸 설렌대 이젠 불안 과거 유치 콩깍지 이십년
2001,30,크라잉넛 (CRYING NUT),밤이 깊었네,"인디음악, 록/메탈","밤이 깊었네 방황하며 춤을 추는 불빛들
이밤에 취해 [술에 취해] 흔들리고 있네요.
벌써 새벽인데 아직도 혼자네요
이 기분이 나쁘지는 않네요.항상 당신곁에 머물고 싶지만
이밤에 취해 [술에 취해] 떠나고만 싶네요.
이 슬픔을 알랑가 모르겄어요.
나의 구두여 너만은 떠나지 마요.
하나둘 피어오는 어린시절 동화같은 별을 보면서
오늘밤 술에 취한 마차타고 지친달을 따러가야지.
밤이 깊었네 방황하며 노래하는 불빛들
이밤에 취해 [술에 취해] 흔들리고 있네요

가지마라 가지마라 나를 두고 떠나지마라.
오늘 밤 새-빨간 꽃잎처럼 그대 발에 머물고 싶어.
딱 한 번만이라도 [가지마라 가지마라]
날 위해 웃어준다면 [나를두고 떠나가지마라]
거짓말이었대도 [가지마라 가지마라]
저별을 따다줄텐데 [나를두고 가지마라]
아침이 밝아오면 [가지마라 가지마라]
저 별이 사라질텐데 [나를 두고 떠나가지마라]
나는 나는 어쩌나 [가지마라]
차라리 떠나가주오. 워-어-오-
하나둘 피어오는 어린시절 동화같은 별을 보면서
오늘밤 술에 취한 마차타고 지친달을 따러가야지.
가지마라 가지마라 나를 두고 떠나지마라.
오늘 밤 새-빨간 꽃잎처럼 그대 발에 머물고 싶어.
날 안아 주어...",오늘밤 꽃잎 이밤 동화 나를두 저 술 지친달 밤 워어오 당신곁 방황 떠나가지마 불빛들 기분 마요 오늘 혼자 모르겄어요 별 춤 발 구두 새벽 떠나지마 알 아침 어린시절 마차타 가지마 거짓말이었대
2001,31,박화요비,눈물,R&B/Soul,"이럴 수는 없다고
못본걸로 하자고
그렇게 날 위로하며 울었어
혹시 내가 꿈을 꾼건 아닌지
내가 아는 그댄 아닌데
멈춰버린 눈물도
굳어버린 시선도
그 순간을 외면 할 순 없었어
차라리 헤어지잔 말이면
내 맘이 더 나을텐데
몰랐어 이제껏
그대 날 비추던 눈빛들은
그녈위한 연습이었단걸
oh I can't believe it
그댈 보내긴 싫어
어색한 그 눈빛도
혼자서 참아 내면 될텐데
oh I can't believe it
그대와 영원하길
난 약속했는데
이제와서 남겨진 건 눈물
조금씩 멀어져가겠지
그대 안엔 쉽게 버릴
내 사랑만 남아 있을테니까
oh I can't believe it
그댈 보내긴 싫어
어색한 그 눈빛도 혼자서
참아 내면 될텐데
oh I can't believe it
그대와 영원하길
난 약속했는데 이제와서
남겨진건
나 그댈 놓칠순 없어
더 남은 사랑 많은데
이대로 끝내기엔 아직 그댄
oh I can't believe it
나 아닌 누군가의
전부가 될 거란 걸
상상조차 할 수 없었는데
oh I can't give hold time
오직 그대만 바라본
슬픈 사랑은
남겨진건 끝이 없는 눈물",어색한 순간 눈빛들 눈물 헤어지잔 눈빛 상상 이럴 그녈위한 그댄 외면 위로 이제와 연습이었단걸 놓칠순 조금씩 순 시선 영원하길 약속 혼자 안 사랑 누군가 있을테니까 이제와서 거란 이대 남겨진건 못본걸 보내긴 끝 전부 꾼 꿈
2001,32,이승철,고백,댄스,"느낌이와 멀어져 가고 있는 느낌이와
이젠 떠나가줘 내곁에서 널 사랑했던 눈물도 이젠 없어
그 어느날 빗속에 가려진 내 눈물보며
이젠 기억할수 없을 만큼만 사랑해 달라며
내게 애원하던 너의 고백을 아직도 믿고 싶진 않지만
멀어져 간 너의 그 모습에 영원히 할수있을까
아쉬운 너의 기억이 잊혀질수만 있다면
널 다시 볼수 없음에 난 이제 행복해지려해..

너의 고백을 아직도 믿고 싶진 않지만
멀어져 간 너의 그 모습에 영원히 할수 있을까
아쉬운 너의 기억이 잊혀질수만 있다면
널 다시 볼수 없음에 난 이제 행복해지려해
아쉬운 너의 기억이 잊혀질수만 있다면
널 다시 볼수 없음에 난 이제 행복해지려해",내곁 행복 고백 기억 눈물 눈물보 만큼 사랑 애원 어느날 모습 이젠 빗속 싶진 행복해지 달라 사랑해
2001,33,성시경,미소천사,댄스,"You make my heart
keep pumpin'
I can't stop my self
lovin' you
You make my heart
keep pumpin'
I can't stop my self
lovin' you
You make my heart
keep pumpin'
I can't stop my self
lovin' you
You make my heart
keep pumpin'
I can't stop my self
lovin' you
Tell me that you love
me can not
stand that you're
never mine
you really break my heart
짜증내고 화를 내도 너의
미소만 보면 바보 같은나
넌 누가 봐도 아주 예쁘고
탐스러운 사과 같아
깨물어주고 싶어
안아주고 싶어
너의 핑크 빛 화살에 꽂혔어
넌 모두에게 늘 친절해
그래서 착각들 하지
나만의 애인인걸 잊지 않았다면
내게 더 이상 장난치지는마
욕심이 지나친 걸까
자신이 없는 걸까 불안한
마음뿐야
Tell me that you love me
can not stand that you're
never mine
you really break my heart
짜증내고 화를 내도 너의
미소만 보면 바보같은 나
Ya break my heart feeling
blue got no club
don't wanna leave Ya
i want to conceive ya
come to my complete mind
내게 다가와 나의 텅 빈
마음속을 채워줘
옆에 좀 있어줘 너만을
바라보고 있어
비어 있는 내마음 함께 있어줬음
지갑속의 네 사진은 노랗게
바래져 버렸어
애써 감추지 말아줘
넌 찡그려도 싫증 안나는
사랑스런 천사인걸
아무도 볼수 없게 숨겨두고 싶어
나만의 인형이면 안되겠니
힘겹게 내게 온 너를 잃고
싶지는 않아
불안한 마음뿐야
Tell me that you love me can
not stand that you're
never mine
you really break my heart
짜증내고 화를 내도 너의
미소만 보면 바보 같은 나
Tell me that you love me can
not stand that you're
never mine
you really break my heart
짜증내고 화를 내도 너의
미소만 보면 바보 같은 나
Tell me that you love me can
not stand that you're
never mine
you really break my heart
짜증내고 화를 내도 너의
미소만 보면 바보 같은 나",친절 아무 인형 미소 욕심 이상 누구 싫증 같은 화살 옆 바보 마음뿐야 않았다 모두 착각들 화 사랑 지갑속 짜증내 애인인걸 사 사진 천사인걸 빛 핑크 내마음 장난치지는마 불안 마음속 탐스러운 자신
2001,34,박진영,난 여자가 있는데 (CF - 컴팩 프리자리오),댄스,"니가 오기전까진 우린 아무 문제가 없었어

세상 누구보다도 다정한 연인이었어

어느누구도 우리 사이를 갈라놓을 수는 없다고 믿고 있었어

(하지만 이제 너를 만난후에)

내 가슴속에 지켜온 믿음이 무너지고

(니가 없이는 난) 하루도 살수가 없을 것 같은데



난 여자가 있는데 자꾸 이러면 안되는데

너만 보면 난 자꾸 마음이 흔들려

내가 여자가 있는게 자꾸만 후회가 돼

너만 내곁에 오면 난 그렇게 돼 어떡해어떡해



전화벨이 울리면 그녀가 곁에 있는데도

너이기를 바라는 내모습을 바라보며

어떻게 내가 이렇게 너를 그리워 할수 있는지 믿을수없어

(하지만 내가 이래선 안된다고)

그녀를 절대 울려서는 안된다고

(다짐을 해봐도) 널 향한 마음은 커져만 가는데



난 여자가 있는데 자꾸 이러면 안되는데

너만 보면 난 자꾸 마음이 흔들려

내가 여자가 있는게 자꾸만 후회가 돼

너만 내곁에 오면 난 그렇게 돼 어떡해어떡해



가슴이 너무 아파 숨을 쉴수가 없고

앞이 보이질 않아 어디로 갈지를 몰라



난 여자가 있는데 자꾸 이러면 안되는데

너만보면 난 자꾸 마음이 흔들려

내가 여자가 있는게 자꾸만 후회가 돼

너만 내곁에 오면 난 그렇게 돼 어떡해어떡해



어떡해 어떡해 어떡해 어떡해 어떡해 어떡해~~",가슴속 내곁 이러 숨 후회 어느누구 어떡해어떡해 어디 누구 너만보 여자 다정 연인 오기전까진 사이 그녀 보이질 가슴 내모습 만난후 믿음 세상 지 하루 마음 곁 문제 전화벨
2001,35,코요태,파란,댄스,"Groove Groove Keep
on grooving
Don`t you stop come
on Keep it moving
The Time is now and
I feel alright
I`ve been waiting all
week and tonight is
the night
Rock the beat can you
feel the heat
lf you want some more
then get off your seat
Groove Groove Keep on
grooving
Don`t you stop
Keep on moving
누군가 네게 생겼다는
그 사실을
처음 나 알게 됐을땐 너무도
큰 충격이었어
나보다 대체 더 난게 뭐야
날 버리고 갈 만큼 대단한 거니
누군지 한번 보고 싶어
그녈 나 몰래 만날때마다
한번도 죄책감 같은 것 없었니
내게 이럴수는 없는거야
정말 나쁜 사람
니가 나가줘 내 맘 속에서
나 혼자 널 지워내기가 힘들어
차마 내가 먼저 너를
떠날 수 없으니
Now every take a
look around
Party over here and there
let me see you bounce
What you gonna do huh
Just sit around
Get up and move to the
techno sound
나보다 대체 더 난게 뭐야
날 버리고 갈 만큼 대단한 거니
누군지 한번 보고 싶어
그녈 나 몰래 만날때마다
한번도 죄책감 같은 것 없었니
내게 이럴수는 없는거야
정말 나쁜 사람
니가 나가줘 내 맘 속에서
나 혼자 널 지워내기가 힘들어
차마 내가 먼저 너를
떠날 수 없으니
묻고 싶은 얘기가 있어
나를 사랑은 했니
지금 그녀만큼 한때는 나도
다시 내게로 돌아온다면
내 곁에 돌아와 주기만 한다면
이젠 정말 잘 할것 같은데
너무 멀리갔니
니가 말해줘 나의 옆에서
영원히 널 기다리지도 말라고
나도 깨끗히 널 포기해버릴
수 있도록
나도 깨끗히 널 포기해버릴
수 있도록",사람 충격 한 이럴수 포기 옆 그녀 죄책감 사실 내게로 멀리갔니 누군가 한번 사랑 깨끗 그녈 누군지 됐을땐 곁 대 만큼 이젠 얘
2001,36,성시경,처음처럼,발라드,"이런 내 모습 기다려줬나요
늘 그자리에서 다른 세상을 보며
그대 자꾸 작아져
애써 멀리한 나를
처음 그대를 혼자 사랑하며
나 흘린 눈물이 이제 그대 눈에서
아픈 사랑이 되어
자꾸 흘러내려요
기억속으로
기억속으로
그 계절속으로
계절속으로
우리 함께한 날들 생각나죠
그댄 여기서 그대로 사랑했나요
변해가던 내 모습까지도
다가가던 그 눈물로
그대 앞에 설게요
처음처럼 내가 다시
그 자리로 가도 된다면
눈물 뿐이죠 지친하루
끝에 그대가 없다면
항상있던 자리에 그대가
없어지면 내가 살수 있을지
기억속으로 그 계절속으로
우리 함께한 날들 생각나죠
그댄 여기서 그대로 사랑했나요
변해가던 내 모습까지도
다가가던 그 눈물로
그대 앞에 설게요
처음처럼 내가 다시
그 자리로 가도 된다면
아무 말 없이 웃어준
그대에게 나 돌아와
행복해도 되나요 워
나의 뒤에서 얼마나 힘들었나요
알면서도 난 멀리 있었죠
세상이 날 힘들게 해
이제야 찾아오는
바보같은 내가 그대에겐
삶의 전부였나요
전불 잃고 많이 힘들었나요",계절속 눈물 행복해 그댄 모습 눈 삶 뒤 불 그자리 바보 날들 사랑 자리 처음 지친하루 지 세상 뿐 항상있던 여기 기억속 끝 전부
2001,37,왁스,오빠,댄스,"그냥 편한 느낌이 좋았어

좋은 사람이라 생각했어

하지만 이게 뭐야

점점 남자로 느껴져

아마 사랑하고 있었나봐

오빠 나만 바라봐

바빠 그렇게 바빠

아파 마음이 아파

내 맘 왜 몰라줘

오빠 그녀는 왜 봐

거봐 그녀는 나빠

봐봐 이제 나를 가져봐

이제 나를 가져봐

왜 날 여자로 안 보는거니

자꾸 안된다고 하는거니

다른 연인들을 봐봐

처음엔 오빠로 다 시작해

결국 사랑하며 잘 살아가

오빠 나만 바라봐

바빠 그렇게 바빠

아파 마음이 아파

내 맘 왜 몰라줘

오빠 그녀는 왜 봐

거봐 그녀는 나빠

봐봐 이제 나를 가져봐

이제 나를 가져봐

This is the time to rock

I see the your future now

Are you feel me are you feel me

Break your brain crack your mind

Only for the crazy my time follow wax follow wax

Everybody come on baby wax

아무것도 아니라 해도

나는 상처받아 나는 상처받아

이런 내가 싫다해도

지쳐버릴 내가 아냐

오빠 나만 바라봐

바빠 그렇게 바빠

아파 마음이 아파

내 맘 왜 몰라줘

오빠 그녀는 왜 봐

거봐 그녀는 나빠

봐봐 이제 나를 가져봐

이제 나를 가져봐",남자 시작 싫다해 연인들 마음 여자 사람 사랑 거봐 상처 처음 있었나봐 생각 그녀 오빠 아무것
2001,38,플라워,Endless,록/메탈,"널 사랑해 눈을 감아도
단 한 번만 볼 수 있다면
하늘이여 내 모든 걸 가져가
미련 없이 이 세상 떠나갈게
안녕
다시 돌아올까 봐
아직도 혼자인 거니
서로가 사랑하고 있지만
우리는 인연이 아닌가 봐
많이 야윈 것 같아
웃음도 잃어버리고
항상 멀리서 널 지켜봤어
아프진 않은지 너무나 걱정돼
기다릴게 죽는 날까지
나 없다고 혼자 울지 마
너의 눈물 위로할 수 있도록
그날까지만 참고 견뎌야 해
사랑해 눈을 감아도
단 한 번만 볼 수 있다면
하늘이여 내 모든 걸 가져가
미련 없이 이 세상 떠나갈게
안녕
기다릴게 죽는 날까지
나 없다고 혼자 울지 마
너의 눈물 위로할 수 있도록
그날까지만 참고 견뎌야 해
사랑해 눈을 감아도
단 한 번만 볼 수 있다면
하늘이여 내 모든 걸 가져가
미련 없이 이 세상 떠나갈게
안녕",리 눈물 그날 걱정 하늘이 한 기다릴 눈 위로 웃음 인연 사랑해 아프진 떠나갈게 혼자 사랑 지 세상 미련 기다릴게 서로
